id,Make,Model,Year,Engine_HP,Engine_Cylinders,Highway_MPG,City_MPG
6280,Suzuki,Kizashi,2012,180,4,29,22
6281,Suzuki,Kizashi,2012,180,4,29,22
6282,Suzuki,Kizashi,2012,180,4,30,23
6283,Suzuki,Kizashi,2012,185,4,31,21
6284,Suzuki,Kizashi,2012,180,4,30,23
6285,Suzuki,Kizashi,2012,185,4,29,20
6286,Suzuki,Kizashi,2012,180,4,31,23
6287,Suzuki,Kizashi,2012,185,4,29,20
6288,Suzuki,Kizashi,2012,180,4,29,22
6289,Suzuki,Kizashi,2012,180,4,30,23
6290,Suzuki,Kizashi,2012,180,4,30,23
6291,Suzuki,Kizashi,2013,180,4,30,23
6292,Suzuki,Kizashi,2013,180,4,30,23
6293,Suzuki,Kizashi,2013,180,4,29,22
6294,Suzuki,Kizashi,2013,180,4,29,22
6295,Suzuki,Kizashi,2013,185,4,29,20
6296,Suzuki,Kizashi,2013,180,4,29,22
6297,Buick,LaCrosse,2015,182,4,36,25
6298,Buick,LaCrosse,2015,304,6,28,18
6299,Buick,LaCrosse,2015,304,6,26,17
6300,Buick,LaCrosse,2015,304,6,28,18
6301,Buick,LaCrosse,2015,182,4,36,25
6302,Buick,LaCrosse,2015,304,6,28,18
6303,Buick,LaCrosse,2015,304,6,26,17
6304,Buick,LaCrosse,2016,304,6,28,18
6305,Buick,LaCrosse,2016,304,6,28,18
6306,Buick,LaCrosse,2016,304,6,26,17
6307,Buick,LaCrosse,2016,304,6,28,18
6308,Buick,LaCrosse,2016,304,6,28,18
6309,Buick,LaCrosse,2016,304,6,26,17
6310,Buick,LaCrosse,2016,304,6,28,18
6311,Buick,LaCrosse,2016,304,6,28,18
6312,Buick,LaCrosse,2017,310,6,31,21
6313,Buick,LaCrosse,2017,310,6,31,21
6314,Buick,LaCrosse,2017,310,6,29,20
6315,Buick,LaCrosse,2017,310,6,31,21
6316,Buick,LaCrosse,2017,310,6,31,21
6317,Mitsubishi,Lancer Evolution,2013,291,4,22,17
6318,Mitsubishi,Lancer Evolution,2013,291,4,23,17
6319,Mitsubishi,Lancer Evolution,2014,291,4,22,17
6320,Mitsubishi,Lancer Evolution,2014,291,4,23,17
6321,Mitsubishi,Lancer Evolution,2015,303,4,23,17
6322,Mitsubishi,Lancer Evolution,2015,291,4,23,17
6323,Mitsubishi,Lancer Evolution,2015,291,4,22,17
6324,Mitsubishi,Lancer Sportback,2012,168,4,29,22
6325,Mitsubishi,Lancer Sportback,2012,148,4,32,24
6326,Mitsubishi,Lancer Sportback,2013,148,4,32,24
6327,Mitsubishi,Lancer Sportback,2013,168,4,29,22
6328,Mitsubishi,Lancer Sportback,2014,168,4,29,22
6329,Mitsubishi,Lancer Sportback,2014,148,4,32,24
6330,Mitsubishi,Lancer,2015,148,4,34,25
6331,Mitsubishi,Lancer,2015,237,4,25,18
6332,Mitsubishi,Lancer,2015,168,4,31,22
6333,Mitsubishi,Lancer,2015,168,4,30,23
6334,Mitsubishi,Lancer,2015,168,4,29,22
6335,Mitsubishi,Lancer,2015,148,4,34,26
6336,Mitsubishi,Lancer,2016,148,4,35,27
6337,Mitsubishi,Lancer,2016,168,4,31,23
6338,Mitsubishi,Lancer,2016,148,4,34,24
6339,Mitsubishi,Lancer,2016,168,4,31,24
6340,Mitsubishi,Lancer,2016,168,4,31,22
6341,Mitsubishi,Lancer,2016,168,4,31,23
6342,Mitsubishi,Lancer,2016,168,4,31,23
6343,Mitsubishi,Lancer,2017,168,4,30,23
6344,Mitsubishi,Lancer,2017,168,4,30,23
6345,Mitsubishi,Lancer,2017,148,4,34,27
6346,Mitsubishi,Lancer,2017,148,4,33,24
6347,Mitsubishi,Lancer,2017,168,4,30,23
6348,Toyota,Land Cruiser,2015,381,8,18,13
6349,Toyota,Land Cruiser,2016,381,8,18,13
6350,Toyota,Land Cruiser,2017,381,8,18,13
6351,Maybach,Landaulet,2011,620,12,16,10
6352,Maybach,Landaulet,2012,620,12,16,10
6353,Plymouth,Laser,1992,92,4,29,21
6354,Plymouth,Laser,1992,135,4,26,19
6355,Plymouth,Laser,1992,195,4,26,19
6356,Plymouth,Laser,1992,195,4,23,18
6357,Plymouth,Laser,1993,195,4,23,18
6358,Plymouth,Laser,1993,195,4,26,19
6359,Plymouth,Laser,1993,92,4,29,21
6360,Plymouth,Laser,1993,135,4,26,19
6361,Plymouth,Laser,1994,195,4,23,18
6362,Plymouth,Laser,1994,92,4,29,21
6363,Plymouth,Laser,1994,195,4,26,19
6364,Plymouth,Laser,1994,135,4,26,19
6365,Chrysler,Le Baron,1993,141,6,26,17
6366,Chrysler,Le Baron,1993,141,6,26,18
6367,Chrysler,Le Baron,1993,100,4,26,21
6368,Chrysler,Le Baron,1993,141,6,24,17
6369,Chrysler,Le Baron,1993,100,4,24,18
6370,Chrysler,Le Baron,1993,141,6,26,18
6371,Chrysler,Le Baron,1993,100,4,26,21
6372,Chrysler,Le Baron,1993,141,6,26,18
6373,Chrysler,Le Baron,1994,141,6,26,18
6374,Chrysler,Le Baron,1994,142,6,24,18
6375,Chrysler,Le Baron,1994,142,6,26,18
6376,Chrysler,Le Baron,1995,141,6,26,18
6377,Pontiac,Le Mans,1991,74,4,34,25
6378,Pontiac,Le Mans,1991,74,4,36,27
6379,Pontiac,Le Mans,1991,74,4,36,27
6380,Pontiac,Le Mans,1992,74,4,34,24
6381,Pontiac,Le Mans,1992,74,4,37,26
6382,Pontiac,Le Mans,1992,74,4,37,26
6383,Pontiac,Le Mans,1993,74,4,37,26
6384,Pontiac,Le Mans,1993,74,4,34,24
6385,Pontiac,Le Mans,1993,74,4,37,26
6386,Nissan,Leaf,2014,,0,101,126
6387,Nissan,Leaf,2014,,0,101,126
6388,Nissan,Leaf,2014,,0,101,126
6389,Nissan,Leaf,2015,,0,101,126
6390,Nissan,Leaf,2015,,0,101,126
6391,Nissan,Leaf,2015,,0,101,126
6392,Nissan,Leaf,2015,,0,101,126
6393,Nissan,Leaf,2016,,0,101,126
6394,Nissan,Leaf,2016,,0,101,124
6395,Nissan,Leaf,2016,,0,101,124
6396,Subaru,Legacy,2015,175,4,36,26
6397,Subaru,Legacy,2015,256,6,28,20
6398,Subaru,Legacy,2015,175,4,36,26
6399,Subaru,Legacy,2015,175,4,36,26
6400,Subaru,Legacy,2015,175,4,36,26
6401,Subaru,Legacy,2015,175,4,36,26
6402,Subaru,Legacy,2015,175,4,36,26
6403,Subaru,Legacy,2016,175,4,36,26
6404,Subaru,Legacy,2016,175,4,36,26
6405,Subaru,Legacy,2016,256,6,29,20
6406,Subaru,Legacy,2016,175,4,36,26
6407,Subaru,Legacy,2016,175,4,36,26
6408,Subaru,Legacy,2016,175,4,36,26
6409,Subaru,Legacy,2016,175,4,36,26
6410,Subaru,Legacy,2017,256,6,28,20
6411,Subaru,Legacy,2017,175,4,34,25
6412,Subaru,Legacy,2017,175,4,34,25
6413,Subaru,Legacy,2017,175,4,34,25
6414,Subaru,Legacy,2017,175,4,34,25
6415,Acura,Legend,1993,200,6,23,15
6416,Acura,Legend,1993,200,6,23,16
6417,Acura,Legend,1993,230,6,23,15
6418,Acura,Legend,1993,200,6,23,16
6419,Acura,Legend,1993,230,6,23,15
6420,Acura,Legend,1994,230,6,24,16
6421,Acura,Legend,1994,200,6,23,16
6422,Acura,Legend,1994,200,6,22,17
6423,Acura,Legend,1994,230,6,24,16
6424,Acura,Legend,1994,230,6,24,16
6425,Acura,Legend,1995,200,6,22,17
6426,Acura,Legend,1995,230,6,24,16
6427,Acura,Legend,1995,230,6,24,16
6428,Acura,Legend,1995,200,6,22,17
6429,Acura,Legend,1995,200,6,23,16
6430,Acura,Legend,1995,230,6,24,16
6431,Buick,LeSabre,2003,205,6,27,17
6432,Buick,LeSabre,2003,205,6,27,17
6433,Buick,LeSabre,2004,205,6,27,18
6434,Buick,LeSabre,2004,205,6,27,18
6435,Buick,LeSabre,2005,205,6,27,18
6436,Buick,LeSabre,2005,205,6,27,18
6437,Maserati,Levante,2017,424,6,19,14
6438,Maserati,Levante,2017,345,6,20,14
6439,Lexus,LFA,2012,552,10,16,11
6440,Chrysler,LHS,1999,253,6,24,16
6441,Chrysler,LHS,2000,253,6,24,16
6442,Chrysler,LHS,2001,253,6,24,16
6443,Subaru,Loyale,1992,90,4,28,22
6444,Subaru,Loyale,1992,90,4,29,22
6445,Subaru,Loyale,1992,90,4,26,21
6446,Subaru,Loyale,1992,90,4,26,21
6447,Subaru,Loyale,1993,90,4,28,22
6448,Subaru,Loyale,1993,90,4,26,21
6449,Subaru,Loyale,1993,90,4,29,22
6450,Subaru,Loyale,1993,90,4,26,21
6451,Subaru,Loyale,1994,90,4,26,21
6452,Land Rover,LR2,2013,240,4,24,17
6453,Land Rover,LR2,2013,240,4,24,17
6454,Land Rover,LR2,2013,240,4,24,17
6455,Land Rover,LR2,2014,240,4,24,17
6456,Land Rover,LR2,2014,240,4,24,17
6457,Land Rover,LR2,2014,240,4,24,17
6458,Land Rover,LR2,2015,240,4,24,17
6459,Land Rover,LR2,2015,240,4,24,17
6460,Land Rover,LR2,2015,240,4,24,17
6461,Land Rover,LR3,2008,300,8,17,12
6462,Land Rover,LR3,2008,300,8,17,12
6463,Land Rover,LR3,2009,300,8,17,12
6464,Land Rover,LR4,2014,340,6,19,14
6465,Land Rover,LR4,2014,340,6,19,14
6466,Land Rover,LR4,2014,340,6,19,14
6467,Land Rover,LR4,2014,340,6,19,14
6468,Land Rover,LR4,2015,340,6,19,14
6469,Land Rover,LR4,2015,340,6,19,14
6470,Land Rover,LR4,2015,340,6,19,14
6471,Land Rover,LR4,2016,340,6,19,15
6472,Land Rover,LR4,2016,340,6,19,15
6473,Land Rover,LR4,2016,340,6,19,15
6474,Lexus,LS 400,1998,290,8,23,17
6475,Lexus,LS 400,1999,290,8,23,16
6476,Lexus,LS 400,2000,290,8,23,16
6477,Lexus,LS 430,2004,290,8,23,16
6478,Lexus,LS 430,2005,290,8,23,16
6479,Lexus,LS 430,2006,278,8,23,16
6480,Lexus,LS 460,2015,360,8,23,16
6481,Lexus,LS 460,2015,386,8,24,16
6482,Lexus,LS 460,2015,386,8,24,16
6483,Lexus,LS 460,2015,386,8,24,16
6484,Lexus,LS 460,2015,360,8,23,16
6485,Lexus,LS 460,2015,360,8,23,16
6486,Lexus,LS 460,2016,360,8,23,16
6487,Lexus,LS 460,2016,386,8,24,16
6488,Lexus,LS 460,2016,386,8,24,16
6489,Lexus,LS 460,2016,360,8,23,16
6490,Lexus,LS 460,2017,359,8,23,16
6491,Lexus,LS 460,2017,386,8,24,16
6492,Lexus,LS 460,2017,386,8,24,16
6493,Lexus,LS 460,2017,359,8,23,16
6494,Lexus,LS 600h L,2014,438,8,23,19
6495,Lexus,LS 600h L,2015,438,8,23,19
6496,Lexus,LS 600h L,2016,438,8,23,19
6497,Lincoln,LS,2004,232,6,24,17
6498,Lincoln,LS,2004,280,8,23,15
6499,Lincoln,LS,2004,232,6,24,17
6500,Lincoln,LS,2004,280,8,23,15
6501,Lincoln,LS,2004,232,6,24,17
6502,Lincoln,LS,2005,280,8,22,16
6503,Lincoln,LS,2005,232,6,24,17
6504,Lincoln,LS,2005,232,6,24,17
6505,Lincoln,LS,2005,232,6,24,17
6506,Lincoln,LS,2005,280,8,22,16
6507,Lincoln,LS,2006,280,8,23,16
6508,Oldsmobile,LSS,1997,240,6,24,16
6509,Oldsmobile,LSS,1997,205,6,26,17
6510,Oldsmobile,LSS,1998,195,6,27,17
6511,Oldsmobile,LSS,1998,240,6,25,16
6512,Oldsmobile,LSS,1999,240,6,25,16
6513,Oldsmobile,LSS,1999,205,6,27,17
6514,Ford,LTD Crown Victoria,1990,150,8,22,15
6515,Ford,LTD Crown Victoria,1990,150,8,22,15
6516,Ford,LTD Crown Victoria,1990,150,8,22,15
6517,Ford,LTD Crown Victoria,1990,150,8,22,15
6518,Ford,LTD Crown Victoria,1990,150,8,22,15
6519,Ford,LTD Crown Victoria,1990,150,8,22,15
6520,Ford,LTD Crown Victoria,1991,150,8,22,15
6521,Ford,LTD Crown Victoria,1991,150,8,22,15
6522,Ford,LTD Crown Victoria,1991,150,8,22,15
6523,Ford,LTD Crown Victoria,1991,150,8,22,15
6524,Ford,LTD Crown Victoria,1991,150,8,22,15
6525,Ford,LTD Crown Victoria,1991,150,8,22,15
6526,Ford,LTD Crown Victoria,1991,150,8,22,15
6527,Buick,Lucerne,2009,292,8,22,15
6528,Buick,Lucerne,2009,227,6,26,17
6529,Buick,Lucerne,2009,227,6,26,17
6530,Buick,Lucerne,2009,227,6,26,17
6531,Buick,Lucerne,2009,227,6,26,17
6532,Buick,Lucerne,2009,227,6,26,17
6533,Buick,Lucerne,2009,227,6,26,17
6534,Buick,Lucerne,2009,227,6,26,17
6535,Buick,Lucerne,2010,227,6,26,17
6536,Buick,Lucerne,2010,227,6,26,17
6537,Buick,Lucerne,2010,227,6,26,17
6538,Buick,Lucerne,2010,227,6,26,17
6539,Buick,Lucerne,2010,227,6,26,17
6540,Buick,Lucerne,2010,292,8,22,15
6541,Buick,Lucerne,2010,227,6,26,17
6542,Buick,Lucerne,2010,227,6,26,17
6543,Buick,Lucerne,2010,227,6,26,17
6544,Buick,Lucerne,2011,227,6,27,17
6545,Buick,Lucerne,2011,227,6,27,17
6546,Buick,Lucerne,2011,227,6,27,17
6547,Buick,Lucerne,2011,292,8,23,15
6548,Chevrolet,Lumina Minivan,1994,120,6,21,17
6549,Chevrolet,Lumina Minivan,1994,120,6,21,17
6550,Chevrolet,Lumina Minivan,1995,120,6,21,17
6551,Chevrolet,Lumina Minivan,1995,120,6,21,17
6552,Chevrolet,Lumina Minivan,1996,180,6,24,17
6553,Chevrolet,Lumina Minivan,1996,180,6,24,17
6554,Chevrolet,Lumina,1999,160,6,26,17
6555,Chevrolet,Lumina,1999,160,6,26,17
6556,Chevrolet,Lumina,1999,200,6,27,17
6557,Chevrolet,Lumina,2000,175,6,27,18
6558,Chevrolet,Lumina,2001,175,6,26,18
6559,Lexus,LX 450,1996,212,6,14,12
6560,Lexus,LX 450,1997,212,6,14,12
6561,Lexus,LX 470,2005,235,8,16,12
6562,Lexus,LX 470,2006,275,8,15,12
6563,Lexus,LX 470,2007,268,8,15,12
6564,Lexus,LX 570,2015,383,8,17,12
6565,Lexus,LX 570,2016,383,8,18,13
6566,Lexus,LX 570,2017,383,8,18,13
6567,Mercedes-Benz,M-Class,2013,240,6,28,20
6568,Mercedes-Benz,M-Class,2013,518,8,17,13
6569,Mercedes-Benz,M-Class,2013,402,8,20,14
6570,Mercedes-Benz,M-Class,2013,302,6,23,18
6571,Mercedes-Benz,M-Class,2013,302,6,23,18
6572,Mercedes-Benz,M-Class,2014,518,8,17,13
6573,Mercedes-Benz,M-Class,2014,240,6,28,20
6574,Mercedes-Benz,M-Class,2014,302,6,22,17
6575,Mercedes-Benz,M-Class,2014,402,8,19,14
6576,Mercedes-Benz,M-Class,2014,302,6,24,18
6577,Mercedes-Benz,M-Class,2015,329,6,22,18
6578,Mercedes-Benz,M-Class,2015,302,6,24,18
6579,Mercedes-Benz,M-Class,2015,,4,29,22
6580,Mercedes-Benz,M-Class,2015,518,8,17,13
6581,Mercedes-Benz,M-Class,2015,302,6,22,17
6582,BMW,M2,2016,365,6,26,18
6583,BMW,M2,2017,365,6,26,18
6584,Infiniti,M30,1990,162,6,23,17
6585,Infiniti,M30,1991,162,6,23,17
6586,Infiniti,M30,1991,162,6,23,17
6587,Infiniti,M30,1992,162,6,23,17
6588,Infiniti,M30,1992,162,6,23,17
6589,Infiniti,M35,2008,275,6,23,16
6590,Infiniti,M35,2008,275,6,22,16
6591,Infiniti,M35,2009,303,6,25,17
6592,Infiniti,M35,2009,275,6,22,16
6593,Infiniti,M35,2010,303,6,25,17
6594,Infiniti,M35,2010,303,6,22,16
6595,Infiniti,M37,2011,330,6,24,17
6596,Infiniti,M37,2011,330,6,26,18
6597,BMW,M3,2015,425,6,26,17
6598,BMW,M3,2016,425,6,26,17
6599,BMW,M3,2017,425,6,26,17
6600,BMW,M4 GTS,2016,493,6,23,16
6601,Infiniti,M45,2008,325,8,21,16
6602,Infiniti,M45,2008,325,8,20,14
6603,Infiniti,M45,2009,325,8,21,16
6604,Infiniti,M45,2009,325,8,20,14
6605,Infiniti,M45,2010,325,8,20,14
6606,Infiniti,M45,2010,325,8,21,16
6607,BMW,M4,2015,425,6,26,17
6608,BMW,M4,2015,425,6,26,17
6609,BMW,M4,2016,425,6,26,17
6610,BMW,M4,2016,425,6,26,17
6611,BMW,M4,2017,425,6,26,17
6612,BMW,M4,2017,425,6,26,17
6613,Infiniti,M56,2011,420,8,23,16
6614,Infiniti,M56,2011,420,8,25,16
6615,BMW,M5,2014,552,8,20,14
6616,BMW,M5,2015,560,8,20,14
6617,BMW,M5,2016,560,8,20,14
6618,BMW,M6 Gran Coupe,2015,560,8,20,14
6619,BMW,M6 Gran Coupe,2016,552,8,20,14
6620,BMW,M6 Gran Coupe,2017,560,8,20,14
6621,BMW,M6,2015,560,8,20,14
6622,BMW,M6,2015,560,8,20,14
6623,BMW,M6,2016,552,8,20,14
6624,BMW,M6,2016,552,8,20,14
6625,BMW,M6,2017,560,8,20,14
6626,BMW,M6,2017,560,8,22,15
6627,Porsche,Macan,2015,400,6,23,17
6628,Porsche,Macan,2015,340,6,23,17
6629,Porsche,Macan,2016,340,6,23,17
6630,Porsche,Macan,2016,400,6,23,17
6631,Porsche,Macan,2017,360,6,23,17
6632,Porsche,Macan,2017,340,6,23,17
6633,Porsche,Macan,2017,400,6,23,17
6634,Porsche,Macan,2017,252,4,25,20
6635,Dodge,Magnum,2006,340,8,22,15
6636,Dodge,Magnum,2006,340,8,23,15
6637,Dodge,Magnum,2006,190,6,26,18
6638,Dodge,Magnum,2006,250,6,22,15
6639,Dodge,Magnum,2006,425,8,18,13
6640,Dodge,Magnum,2007,250,6,22,15
6641,Dodge,Magnum,2007,190,6,26,18
6642,Dodge,Magnum,2007,340,8,23,15
6643,Dodge,Magnum,2007,340,8,22,15
6644,Dodge,Magnum,2007,425,8,18,13
6645,Dodge,Magnum,2008,425,8,18,13
6646,Dodge,Magnum,2008,340,8,22,15
6647,Dodge,Magnum,2008,250,6,24,17
6648,Dodge,Magnum,2008,250,6,22,15
6649,Dodge,Magnum,2008,340,8,23,15
6650,Dodge,Magnum,2008,178,6,26,18
6651,Chevrolet,Malibu Classic,2008,219,6,29,18
6652,Chevrolet,Malibu Classic,2008,145,4,30,22
6653,Chevrolet,Malibu Classic,2008,219,6,29,18
6654,Chevrolet,Malibu Hybrid,2008,164,4,32,24
6655,Chevrolet,Malibu Hybrid,2009,164,4,34,26
6656,Chevrolet,Malibu Hybrid,2010,164,4,34,26
6657,Chevrolet,Malibu Limited,2016,197,4,34,24
6658,Chevrolet,Malibu Limited,2016,197,4,34,24
6659,Chevrolet,Malibu Limited,2016,197,4,34,24
6660,Chevrolet,Malibu Limited,2016,197,4,34,24
6661,Chevrolet,Malibu Maxx,2005,200,6,28,20
6662,Chevrolet,Malibu Maxx,2005,200,6,28,20
6663,Chevrolet,Malibu Maxx,2005,200,6,28,20
6664,Chevrolet,Malibu Maxx,2006,201,6,28,20
6665,Chevrolet,Malibu Maxx,2006,201,6,28,20
6666,Chevrolet,Malibu Maxx,2006,240,6,24,16
6667,Chevrolet,Malibu Maxx,2006,201,6,28,20
6668,Chevrolet,Malibu Maxx,2007,217,6,28,18
6669,Chevrolet,Malibu Maxx,2007,217,6,28,18
6670,Chevrolet,Malibu Maxx,2007,240,6,22,15
6671,Chevrolet,Malibu Maxx,2007,217,6,28,18
6672,Chevrolet,Malibu,2015,196,4,36,25
6673,Chevrolet,Malibu,2015,196,4,36,25
6674,Chevrolet,Malibu,2015,259,4,30,21
6675,Chevrolet,Malibu,2015,196,4,36,25
6676,Chevrolet,Malibu,2015,259,4,30,21
6677,Chevrolet,Malibu,2015,196,4,36,25
6678,Chevrolet,Malibu,2015,196,4,36,25
6679,Chevrolet,Malibu,2016,160,4,37,27
6680,Chevrolet,Malibu,2016,250,4,33,22
6681,Chevrolet,Malibu,2016,182,4,46,47
6682,Chevrolet,Malibu,2016,250,4,33,22
6683,Chevrolet,Malibu,2016,160,4,37,27
6684,Chevrolet,Malibu,2016,160,4,37,27
6685,Chevrolet,Malibu,2016,160,4,37,27
6686,Chevrolet,Malibu,2017,160,4,36,27
6687,Chevrolet,Malibu,2017,182,4,43,49
6688,Chevrolet,Malibu,2017,160,4,36,27
6689,Chevrolet,Malibu,2017,250,4,33,22
6690,Chevrolet,Malibu,2017,160,4,36,27
6691,Lincoln,Mark LT,2006,300,8,18,13
6692,Lincoln,Mark LT,2006,300,8,16,12
6693,Lincoln,Mark LT,2007,300,8,16,12
6694,Lincoln,Mark LT,2007,300,8,16,12
6695,Lincoln,Mark LT,2007,300,8,16,12
6696,Lincoln,Mark LT,2007,300,8,16,12
6697,Lincoln,Mark LT,2008,300,8,16,12
6698,Lincoln,Mark LT,2008,300,8,17,13
6699,Lincoln,Mark LT,2008,300,8,17,13
6700,Lincoln,Mark LT,2008,300,8,16,12
6701,Lincoln,Mark VIII,1996,280,8,24,16
6702,Lincoln,Mark VIII,1996,280,8,24,16
6703,Lincoln,Mark VIII,1997,280,8,24,16
6704,Lincoln,Mark VIII,1997,280,8,24,16
6705,Lincoln,Mark VIII,1998,280,8,24,15
6706,Lincoln,Mark VIII,1998,290,8,24,15
6707,Lincoln,Mark VII,1990,225,8,22,15
6708,Lincoln,Mark VII,1990,225,8,22,15
6709,Lincoln,Mark VII,1991,225,8,22,15
6710,Lincoln,Mark VII,1991,225,8,22,15
6711,Lincoln,Mark VII,1992,225,8,22,15
6712,Lincoln,Mark VII,1992,225,8,22,15
6713,Toyota,Matrix,2011,132,4,32,25
6714,Toyota,Matrix,2011,158,4,29,21
6715,Toyota,Matrix,2011,158,4,28,21
6716,Toyota,Matrix,2011,158,4,26,20
6717,Toyota,Matrix,2011,132,4,32,26
6718,Toyota,Matrix,2012,158,4,26,20
6719,Toyota,Matrix,2012,132,4,32,26
6720,Toyota,Matrix,2012,158,4,29,21
6721,Toyota,Matrix,2012,132,4,32,25
6722,Toyota,Matrix,2012,158,4,28,21
6723,Toyota,Matrix,2013,132,4,32,25
6724,Toyota,Matrix,2013,158,4,26,20
6725,Toyota,Matrix,2013,158,4,28,21
6726,Toyota,Matrix,2013,158,4,29,21
6727,Toyota,Matrix,2013,132,4,32,26
6728,Nissan,Maxima,2014,290,6,26,19
6729,Nissan,Maxima,2014,290,6,26,19
6730,Nissan,Maxima,2016,300,6,30,22
6731,Nissan,Maxima,2016,300,6,30,22
6732,Nissan,Maxima,2016,300,6,30,22
6733,Nissan,Maxima,2016,300,6,30,22
6734,Nissan,Maxima,2016,300,6,30,22
6735,Nissan,Maxima,2017,300,6,30,21
6736,Nissan,Maxima,2017,300,6,30,21
6737,Nissan,Maxima,2017,300,6,30,21
6738,Nissan,Maxima,2017,300,6,30,21
6739,Nissan,Maxima,2017,300,6,30,21
6740,Mercedes-Benz,Maybach,2016,523,12,20,13
6741,Mercedes-Benz,Maybach,2017,523,12,21,13
6742,Mazda,Mazdaspeed 3,2011,263,4,25,18
6743,Mazda,Mazdaspeed 3,2012,263,4,25,18
6744,Mazda,Mazdaspeed 3,2013,263,4,25,18
6745,Mazda,Mazdaspeed 6,2006,274,4,23,17
6746,Mazda,Mazdaspeed 6,2006,274,4,23,17
6747,Mazda,Mazdaspeed 6,2007,274,4,23,17
6748,Mazda,Mazdaspeed 6,2007,274,4,23,17
6749,Mazda,Mazdaspeed MX-5 Miata,2004,178,4,24,18
6750,Mazda,Mazdaspeed MX-5 Miata,2005,178,4,24,18
6751,Mazda,Mazdaspeed MX-5 Miata,2005,178,4,24,18
6752,Mazda,Mazdaspeed Protege,2003,170,4,27,21
6753,Mazda,Mazdaspeed Protege,2003,170,4,27,21
6754,BMW,M,2001,315,6,23,15
6755,BMW,M,2001,315,6,23,15
6756,BMW,M,2002,315,6,25,17
6757,BMW,M,2006,330,6,22,14
6758,BMW,M,2006,330,6,22,14
6759,Acura,MDX,2015,290,6,27,18
6760,Acura,MDX,2015,290,6,27,18
6761,Acura,MDX,2015,290,6,27,18
6762,Acura,MDX,2015,290,6,28,20
6763,Acura,MDX,2015,290,6,28,20
6764,Acura,MDX,2015,290,6,28,20
6765,Acura,MDX,2015,290,6,27,18
6766,Acura,MDX,2015,290,6,28,20
6767,Acura,MDX,2016,290,6,27,19
6768,Acura,MDX,2016,290,6,27,19
6769,Acura,MDX,2016,290,6,26,18
6770,Acura,MDX,2016,290,6,27,19
6771,Acura,MDX,2016,290,6,26,19
6772,Acura,MDX,2016,290,6,26,18
6773,Acura,MDX,2016,290,6,27,20
6774,Acura,MDX,2016,290,6,26,18
6775,Acura,MDX,2016,290,6,26,18
6776,Acura,MDX,2016,290,6,26,18
6777,Acura,MDX,2016,290,6,27,20
6778,Acura,MDX,2016,290,6,26,18
6779,Acura,MDX,2016,290,6,27,19
6780,Acura,MDX,2016,290,6,27,19
6781,Acura,MDX,2016,290,6,27,19
6782,Acura,MDX,2016,290,6,26,19
6783,Acura,MDX,2017,290,6,26,19
6784,Acura,MDX,2017,290,6,27,19
6785,Acura,MDX,2017,290,6,26,18
6786,Acura,MDX,2017,290,6,26,18
6787,Acura,MDX,2017,290,6,26,19
6788,Acura,MDX,2017,290,6,27,20
6789,Acura,MDX,2017,290,6,27,19
6790,Acura,MDX,2017,290,6,27,19
6791,Acura,MDX,2017,290,6,26,18
6792,Acura,MDX,2017,290,6,27,20
6793,Mercedes-Benz,Metris,2016,208,4,23,20
6794,Mercedes-Benz,Metris,2016,208,4,24,21
6795,Chevrolet,Metro,1999,55,3,42,34
6796,Chevrolet,Metro,1999,79,4,39,33
6797,Chevrolet,Metro,1999,79,4,39,33
6798,Chevrolet,Metro,2000,79,4,38,31
6799,Chevrolet,Metro,2000,55,3,41,32
6800,Chevrolet,Metro,2000,79,4,38,31
6801,Chevrolet,Metro,2001,79,4,31,26
6802,Mitsubishi,Mighty Max Pickup,1994,116,4,23,18
6803,Mitsubishi,Mighty Max Pickup,1994,116,6,20,15
6804,Mitsubishi,Mighty Max Pickup,1994,151,4,23,18
6805,Mitsubishi,Mighty Max Pickup,1995,116,4,23,18
6806,Mitsubishi,Mighty Max Pickup,1996,116,4,23,18
6807,Mazda,Millenia,2000,210,6,25,17
6808,Mazda,Millenia,2000,210,6,25,17
6809,Mazda,Millenia,2000,170,6,24,17
6810,Mazda,Millenia,2001,210,6,25,17
6811,Mazda,Millenia,2001,170,6,24,17
6812,Mazda,Millenia,2002,170,6,24,17
6813,Mazda,Millenia,2002,210,6,25,17
6814,Mazda,Millenia,2002,210,6,25,17
6815,Mazda,Millenia,2002,170,6,24,17
6816,Infiniti,M,2012,330,6,24,17
6817,Infiniti,M,2012,330,6,26,18
6818,Infiniti,M,2012,360,6,32,27
6819,Infiniti,M,2012,420,8,24,16
6820,Infiniti,M,2012,420,8,23,16
6821,Infiniti,M,2013,420,8,24,16
6822,Infiniti,M,2013,360,6,32,27
6823,Infiniti,M,2013,330,6,26,18
6824,Infiniti,M,2013,420,8,23,16
6825,Infiniti,M,2013,330,6,24,17
6826,Mitsubishi,Mirage G4,2017,78,3,40,33
6827,Mitsubishi,Mirage G4,2017,78,3,42,35
6828,Mitsubishi,Mirage G4,2017,78,3,42,35
6829,Mitsubishi,Mirage,2014,74,3,42,34
6830,Mitsubishi,Mirage,2014,74,3,44,37
6831,Mitsubishi,Mirage,2014,74,3,42,34
6832,Mitsubishi,Mirage,2014,74,3,44,37
6833,Mitsubishi,Mirage,2015,74,3,42,34
6834,Mitsubishi,Mirage,2015,74,3,42,34
